color,sentence
pink,"(171) No, he wasn't beautiful - his skin was burnt a little pink and his elbows and feet were too big."
pink,(172) She was lying flat out on her pink bath towel along the lower level of the dry-heat sauna.
pink,"(173) It showed a large, plump man, already balding but with a pink, childlike face."
pink,(174) She blinks her blue beady eyes and wrinkles her small pink nose and puts on this squeaky little sugar-mouse voice.
pink,(175) She was wearing something pink and delicate that floated around her body when she moved.
pink,(176) On one occasion they unearthed a blue taffeta ball dress with small bouquets of pink and cream brocade roses.
pink,"(177) But they want a pink one, so Ralph takes out a pink one, bites his tongue."
pink,(178) They were nearly sky blue with touches of amphetamine pink at the corners and long dark lashes.
pink,(179) The immanent blackthorn bloom is pushing inside tiny pink buds.
pink,"(180) And the jewel pink, pulpy liquid is the perfect antidote to August heat."
pink,"(181) Looking pink and refreshed after a short break, Mr Smith strode into the pokey committee rooms to a rabble-rousing welcome."
pink,"(182) She looks like a double helping of pink blancmange, and about as exciting."
pink,"(183) As he got closer I could hear his breathing as well, and I saw his pink tongue sweep across his lips."
lime,1. Add a few drops of lime juice.
lime,2. A broad avenue of lime trees led up to a grand entrance with huge oak doors.
lime,3. The gas has been tested with lime water.
lime,4. I'll have a vodka and lime.
lime,5. Lime exists in many soils.
lime,"6. Add 1 lime, seeded and sliced."
lime,7. Serve the dish garnished with wedges of lime.
lime,8. The movie starred Orson Welles as Harry Lime.
lime,"9. If your soil is very acid, add lime."
lime,10. Acidity in soil can be neutralized by spreading lime on it.
lime,"11. The lime water has turned cloudy, therefore carbon dioxide has been produced during the experiment."
lime,12. Lemon and lime juice were both temporarily out of stock.
lime,13. Lime preserved in salt is a north African speciality which is used to flavour chicken dishes.
lime,14. Lime was used to neutralize the acidity of the soil.
lime,15. The contrast between the lime green and the rose pink was striking.
lime,16. And beech and lime showed dieback in Richmond Park.
lime,17. Witness the vogue for lime juice and lime zest.
lime,18. Use lime juice or zest rather than lemon.
lime,"19. Apple or lime, pine or pistachio."
lime,"20. Serve garnished with cilantro, diced lime, and green onions."
lime,21. We got on the train at Lime Street station.
lime,22. Serve with the lime wedges and tortilla chips.
lime,23. Walls were painted lime green and lilac.
lime,"24. Possibilities remaining were pink, lime green, orange and mauve."
lime,25. The lighting veered from orange to lime green.
lime,26. We shall continue to ask lime to investigate this matter.
lime,"27. A margarita is made with tequila, an orange liqueur and lime or lemon juice."
lime,28. The signature flavours of Thai cookery are coriander and lime.
lime,29. The wall was first pricked up with a coat lime.
lime,"30. Some researchers are pursuing studies in soil stabilisation using cement[sentencedict.com/lime.html], lime and bitumen."
lime,31. Lime lights were also used for magic lantern shows until they were superseded by the carbon arc.
lime,32. They drove through the gates and up the avenue of ancient lime trees.
lime,"33. By flaking off successive layers, the tree displays a bark of beige, cinnamon, lime green and slate blue."
lime,"34. Stir in fish sauce, coconut milk, sugar, and lime juice and bring to a simmer. Remove from heat."
lime,"35. Soon he was cannoning off lime trees and, as they passed the second gates, crashed into the left-hand gatepost."
lime,"36. These have a full complement of hot peppers, lime and lemon grass, as well as rich coconut milk or coconut itself."
lime,"37. Serve 8 to 10 per person, garnish with orange and lime slices and mint leaves if liked."
lime,"38. Many traditional rocking horse carvers used pine, particularly yellow pine, and sycamore, lime or mahogany can be used successfully."
lime,"39. There are many entries which are similarly non-microwave-orientated, such as those for tofu, purees, lime and so on."
lime,40. Some have occurred as a result of lime and fertiliser applications coupled with more intensive grazing of livestock.
lime,"41. Mash with lime juice, a pinch of chilli powder, chopped herbs and seasoning for guacamole."
lime,42. Any day the D'Oyly Carte could disembark at Lime Street station and hire every available hand.
lime,43. Lime was originally shipped as quick-lime and was a particularly dangerous cargo.
lime,"44. Each man got a mug of lime juice and water, and a mess tin of dates."
lime,45. They couldn't climb up the slick lime walls of the pit.
lime,"46. She made conversation with Bridget, who pressed more gin and lime upon her."
lime,47. Serve garnished with chopped spring onions and wedges of lime.
lime,48. Lime is added to the liquid metal to remove all the impurities.
lime,49. Protestors had climbed lime trees in a desperate bid to stop them being destroyed.
lime,"50. Calcium permanent hardness requires the more expensive sodium carbonate, whereas magnesium permanent hardness requires both lime and sodium carbonate."
lime,51. But juicy fruit-punch shades like orange and lime to be mixed and matched are equally hot.
lime,"52. When they are exhaled they are filtered through the white crystals of soda lime, and a bacterial filter."
lime,"53. The plaintiff, being unaware of this exemption, paid dues upon limestone which he had landed and ultimately burnt into lime."
lime,54. He was seen in the city at around 5.30am yesterday. Police believe he could have taken the train from Lime Street.
lime,"55. Add the mango, lime juice and rind, chopped chilli, coriander or parsley and the prawns."
lime,"56. Place in a medium bowl and stir in onion, cilantro, salt and lime juice."
lime,"57. Down below is Porth-y-Rhaw Bay, once the site of a woollen mill and a lime kiln."
