,0
6575,"Perhaps of all the curious things that go to make up these intimate personal belongings of a Japanese man or woman, there is none more curious than the small white parcel containing a portion of the umbilical cord,—saved at birth and preserved until death that it may be buried with its possessor and furnish him the means of a new birth"
6576,"When the builders have left, and the house is ready for occupation, even to the soft, thick mats on the floor and the white paper windows, the family will move in on the first day thereafter that is both lucky and pleasant"
6577,"When the long day is ended and the visitors return one by one to their homes, it is the mistress of the house who must see that every servant and representative of a business firm receives, neatly done up in white paper, a present of money properly proportioned to his services, and the style and circumstances of the family he has been aiding"
6578,"There are coffin-makers and funeral managers who supply the great white bier and lanterns and the bunches of paper flowers that adorn every funeral procession, but within the house the preparations are all made by the family and friends, and the heaviest and most painful part of the work falls, as usual, on the women of the family"
6579,"Then the coffin is closed and nailed up, wrapped with a white silk cloth fastened with a white silk or cotton cord, and placed on a high stand, and food and incense are placed before it"
6580,"for there is nothing sad or sombre in the white, or bright-colored, robes of the priests, the white, tinsel-decorated bier, the red and white flags borne aloft, the enormous bunches of gay-colored flowers;—the very mourners in white silk, and with faces apparently unmoved by grief, bring no thought of the object of the procession to the Western mind"
6581,"At every gate is erected some token of the season, if it be only a bit of pine stuck into the ground, or a wisp of straw rope decorated with white paper gohei"
6582,"The great black gates that indicate the homes of the wealthier classes are almost concealed by structures of pine and bamboo, on which oranges, lobsters, straw rope, straw fringe, white paper, and images of the good luck gods are used as decorations"
6583,"In every garden and in the public streets little girls, their faces freshly covered with white paint, their shining black hair newly dressed, their wing-sleeved kimonos gorgeous with many colors, play battledore and shuttlecock, toss small bags half filled with rice, or pat balls wound with shining silk to the accompaniment of a weird little chant"
6584,"On the twelfth, bands of children carrying red lanterns march singing through the village on their way to the graveyard, where the annual cleaning is taking place"
6585,"There are the same red-covered shelves, the same offerings of food and drink;"
6586,"Takenouchi, her white-haired prime minister, holding in his arms her son, the infant war-god;"
6587,"Kintaro, the fat, hairy, red boy, who was born and grew up in the mountains, and even in his babyhood fought with bears;"
6588,"This licorice tea, through contact with the image, acquires miraculous healing properties, and the devout, after making offerings of money twisted up in white paper, carry away the little buckets"
6589,"Then, when the black bullocks, resplendent in collars and halters of red rope, are yoked to the triumphal car, and the structure moves slowly down the shouting street, how the boys crawl into every joint and cranny of the dashi, how they hang from every beam, how they yell from before and behind in sheer abandon of joy!"
6590,"And at last, when the procession forms, and with fantastically garbed men marching in front and wild-eyed singers yelling just behind them, with dancing-girls on moving platforms and jugglers and tumblers on the dashi themselves, the twenty or more festal cars move, with frequent stops, down to the temple, to escort the sacred symbols on their annual pilgrimage through the parish, who so noisy or so ubiquitous as these same bullet-headed, blue-gowned boys?"
